,F_r,F_t,ThL,N,a,lens_id,z_use,name,f435w-f606w,f435w-f814w,f814w-f606w,rchi2,SNR,lens_Mag_F814W,lens_z
361,0.7676287977496185,-0.1375432262563782,29.909258897496937,2.0,0.21423937955310127,19.0,1.2394,abell2744_2012,0.3850999999999978,0.8884000000000007,-0.503300000000003,0.24999903245187252,21.52562337017186,-21.646866793015615,0.314
362,-1.1735784481339329,0.0454340448162031,10.895020221924419,1.0,0.1954237796858445,2.0,4.0628,abell2744_2017,72.2492,72.4487,-0.19950000000000045,0.5480682905136918,20.349515855435836,-20.973128479825363,0.4859
363,-0.4959438722195963,1.0646080508622147,21.732958834300156,2.0,0.1954237796858445,0.0,4.0628,abell2744_2017,72.2492,72.4487,-0.19950000000000045,0.5480682905136918,20.349515855435836,-22.491027171526177,0.4879
364,-0.8539088350996322,0.8063438024140821,21.965391822278423,3.0,0.1954237796858445,1.0,4.0628,abell2744_2017,72.2492,72.4487,-0.19950000000000045,0.5480682905136918,20.349515855435836,-21.598030841456296,0.4639
365,-0.34477880247048553,-0.14765062111062446,9.394109334493274,1.0,0.2375632386062589,15.0,0.6019,abell2744_2020,2.249200000000002,2.6968,-0.4475999999999978,0.2729310988619247,33.687920783509824,-18.95662199185026,0.4001
366,-0.2843172802532477,0.24461564278829656,14.802377245577935,2.0,0.2375632386062589,5.0,0.6019,abell2744_2020,2.249200000000002,2.6968,-0.4475999999999978,0.2729310988619247,33.687920783509824,-21.26156267026929,0.3129
367,-0.021777711448291465,0.10717099635118517,5.225373954876642,1.0,0.3051385298753998,2.0,0.5139,abell2744_2027,2.4738000000000007,2.8904,-0.41659999999999897,0.5372518653566127,74.53228071206533,-20.973128479825363,0.4859
368,0.03940474344317051,-0.10201547612499146,10.339272791302946,2.0,0.3051385298753998,1.0,0.5139,abell2744_2027,2.4738000000000007,2.8904,-0.41659999999999897,0.5372518653566127,74.53228071206533,-21.598030841456296,0.4639
369,-0.02393016329788008,-0.10671100439677055,14.467263128549114,3.0,0.3051385298753998,0.0,0.5139,abell2744_2027,2.4738000000000007,2.8904,-0.41659999999999897,0.5372518653566127,74.53228071206533,-22.491027171526177,0.4879
370,0.024106711309577394,-0.10667125969382513,27.810630756485246,4.0,0.3051385298753998,16.0,0.5139,abell2744_2027,2.4738000000000007,2.8904,-0.41659999999999897,0.5372518653566127,74.53228071206533,-19.769906622435965,0.3998
371,0.08791967849330355,-0.06503861398019584,28.016759425430433,5.0,0.3051385298753998,4.0,0.5139,abell2744_2027,2.4738000000000007,2.8904,-0.41659999999999897,0.5372518653566127,74.53228071206533,-20.03444624259326,0.2695
372,-0.2864745282095572,-0.2468476477267993,24.59815250992423,1.0,0.2346765435320816,21.0,0.336,abell2744_2034,2.1680000000000033,2.3339,-0.16589999999999705,0.25339954209728255,29.921867940820604,-20.911152002352363,0.3167
373,-0.18371963090152396,-0.3305276292877044,29.015104386618333,2.0,0.2346765435320816,19.0,0.336,abell2744_2034,2.1680000000000033,2.3339,-0.16589999999999705,0.25339954209728255,29.921867940820604,-21.646866793015615,0.314
374,-0.4417112253456131,-0.5917885678503455,8.564834156465755,1.0,0.31993611072225625,1.0,1.621,abell2744_2054,0.972999999999999,1.2396999999999991,-0.26670000000000016,0.4364586012754948,23.143612788912826,-21.598030841456296,0.4639
375,0.7041525527217408,0.22246729676548377,12.479177100854558,2.0,0.31993611072225625,4.0,1.621,abell2744_2054,0.972999999999999,1.2396999999999991,-0.26670000000000016,0.4364586012754948,23.143612788912826,-20.03444624259326,0.2695
376,-0.26469207544554263,-0.6893914858997151,16.123746232801718,3.0,0.31993611072225625,0.0,1.621,abell2744_2054,0.972999999999999,1.2396999999999991,-0.26670000000000016,0.4364586012754948,23.143612788912826,-22.491027171526177,0.4879
