,id,ra,dec,f_F435W,e_F435W,f_F606W,e_F606W,f_F814W,e_F814W,f_F160W,e_F160W,z_use,X_IMAGE,Y_IMAGE,band,mag_F814w
1131,1132,64.0148619,-24.0923655,3.44863,0.0213451,21.8604,0.0254988,55.4673,0.09722819999999999,-99.0,-99.0,0.3943,7098.783329262724,2557.1139026810347,f814w,20.63990743475487
1894,1895,64.01136609999999,-24.0858702,9.643189999999999,0.0386649,57.6866,0.051184,148.215,0.144236,-99.0,-99.0,0.3961,7481.879218013035,3336.4846081229657,f814w,19.57276960412429
2595,2596,64.0084205,-24.0827024,3.82646,0.029044099999999996,24.2095,0.031575099999999995,61.352,0.13669,-99.0,-99.0,0.4006,7804.653759755257,3716.5581544342194,f814w,20.53042818809606
2345,2346,64.0586284,-24.083115399999997,1.2547700000000002,0.021969299999999997,6.44916,0.0222544,14.4165,0.0751276,-99.0,-99.0,0.3986,2304.14010220169,3667.1375673655243,f814w,22.102850409233266
3306,3307,64.0058105,-24.078553399999997,4.34751,0.037534500000000005,22.2792,0.0362435,54.7972,0.21910300000000002,-99.0,-99.0,0.3935,8090.7029362715075,4214.377182341012,f814w,20.653104080778892
3396,3397,64.0637722,-24.0770718,1.28516,0.0209508,5.9816,0.0212012,12.9999,0.0871893,-99.0,-99.0,0.3945,1740.4755915387118,4392.272834956265,f814w,22.215149971081992
3737,3738,64.0688498,-24.0754825,1.83705,0.0253395,10.008,0.026713499999999998,23.8168,0.112158,-99.0,-99.0,0.4006,1184.1320117260834,4582.87308256705,f814w,21.55779147569944
5155,5156,64.0048398,-24.0685367,3.50865,0.027816300000000002,22.5821,0.0293077,58.2991,0.127737,-99.0,-99.0,0.4,8197.327269364912,5416.357262994917,f814w,20.585845374168105
5570,5571,64.0084125,-24.0642171,4.5210099999999995,0.0292629,22.2219,0.0303383,49.4924,0.126441,-99.0,-99.0,0.3998,7805.98299995074,5934.794180977769,f814w,20.76365371435652
6353,6354,64.0688982,-24.0567064,4.06931,0.167975,-99.0,-99.0,64.3496,0.974273,-99.0,-99.0,0.4031,1178.318896003139,6836.004184369428,f814w,20.47863537086296
6666,6667,64.06692220000001,-24.0560652,7.753830000000001,0.23843699999999998,-99.0,-99.0,109.47399999999999,5.54286,-99.0,-99.0,0.3994,1394.8269470289424,6912.995687924662,f814w,19.901722533048325
6696,6697,64.06850250000001,-24.053304,1.84513,0.156419,-99.0,-99.0,27.6967,0.922708,-99.0,-99.0,0.394,1221.5872329994982,7244.3020269307,f814w,21.393929932678816
6617,6618,64.05950870000001,-24.0541189,1.9862400000000002,0.0188843,3.7594,0.0183632,4.90396,0.045019800000000006,-99.0,-99.0,0.4075,2207.143679064622,7146.702757287778,f814w,23.273632702183587
6783,6784,64.0495713,-24.053137600000003,2.98873,0.0275425,11.3766,0.028885400000000006,20.8746,0.104289,-99.0,-99.0,0.4014,3296.066731741748,7264.594005151279,f814w,21.70095459433631
6920,6921,64.048976,-24.0522697,4.76001,0.027256,30.5026,0.0353386,78.4847,0.145565,-99.0,-99.0,0.4054,3361.290978452633,7368.747678797092,f814w,20.263037493589053
6991,6992,64.0571104,-24.0515,4.23532,0.0235887,25.0512,0.029484500000000004,62.3478,0.132682,-99.0,-99.0,0.3921,2469.902957388138,7461.010499787137,f814w,20.512947165997556
6730,6731,64.0154695,-24.052949899999998,0.8523149999999999,0.0253966,4.28289,0.021727700000000003,10.1849,0.06754450000000001,-99.0,-99.0,0.3962,7032.950634264501,7286.996713120923,f814w,22.48010807686116
7069,7070,64.0260215,-24.0485926,3.3412599999999997,0.0371704,21.9269,0.0358298,56.3297,0.130212,-99.0,-99.0,0.4029,5876.700313407113,7810.007196239106,f814w,20.6231564042963
7041,7042,64.025285,-24.0484081,1.9910299999999999,0.168782,10.216,0.113844,25.9674,0.912141,-99.0,-99.0,0.3982,5957.410815427213,7832.140639913405,f814w,21.463928830410786
7358,7359,64.0343478,-24.0415044,-99.0,-99.0,16.9813,0.147351,39.0324,1.41908,-99.0,-99.0,0.4013,4964.287339530991,8660.636194374956,f814w,21.021436860670082
7340,7341,64.0429675,-24.0417285,2.52457,0.022875,15.7947,0.0258486,41.2025,0.0725175,-99.0,-99.0,0.4,4019.6547806070334,8633.733611034175,f814w,20.962691079864673
7249,7250,64.0346838,-24.0425526,-99.0,-99.0,8.51586,0.0837988,20.7406,0.46963299999999997,-99.0,-99.0,0.3959,4927.462920949621,8534.852825789709,f814w,21.707946710402638
